"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CPI","TOT","AGRWTH","A","2012",2.455548,
"NLD","CPI","TOT","AGRWTH","A","2013",2.506899,
"NLD","CPI","TOT","AGRWTH","A","2014",0.9760351,
"NLD","CPI","TOT","AGRWTH","A","2015",0.6002482,
"NLD","CPI","TOT","AGRWTH","A","2016",0.3166667,
"NLD","CPI","TOT","AGRWTH","A","2017",1.381459,
"NLD","CPI","TOT","AGRWTH","A","2018",1.703498,
"NLD","CPI","TOT","AGRWTH","A","2019",2.633699,
"NLD","CPI","TOT","AGRWTH","A","2020",1.27246,
"NLD","CPI","TOT","AGRWTH","A","2021",2.67572,
"NLD","CPI","TOT","AGRWTH","A","2022",10.00121,
"NZL","CPI","TOT","AGRWTH","A","1974",11.1094,
"NZL","CPI","TOT","AGRWTH","A","1975",14.68495,
"NZL","CPI","TOT","AGRWTH","A","1976",16.90689,
"NZL","CPI","TOT","AGRWTH","A","1977",14.38356,
"NZL","CPI","TOT","AGRWTH","A","1978",11.9566,
"NZL","CPI","TOT","AGRWTH","A","1979",13.6996,
"NZL","CPI","TOT","AGRWTH","A","1980",17.15056,
"NZL","CPI","TOT","AGRWTH","A","1981",15.37015,
"NZL","CPI","TOT","AGRWTH","A","1982",16.16369,
"NZL","CPI","TOT","AGRWTH","A","1983",7.341074,
"NZL","CPI","TOT","AGRWTH","A","1984",6.17125,
"NZL","CPI","TOT","AGRWTH","A","1985",15.41766,
"NZL","CPI","TOT","AGRWTH","A","1986",13.2134,
"NZL","CPI","TOT","AGRWTH","A","1987",15.74429,
"NZL","CPI","TOT","AGRWTH","A","1988",6.375257,
"NZL","CPI","TOT","AGRWTH","A","1989",5.715991,
"NZL","CPI","TOT","AGRWTH","A","1990",6.098439,
"NZL","CPI","TOT","AGRWTH","A","1991",2.602399,
"NZL","CPI","TOT","AGRWTH","A","1992",1.014557,
"NZL","CPI","TOT","AGRWTH","A","1993",1.28821,
"NZL","CPI","TOT","AGRWTH","A","1994",1.745376,
"NZL","CPI","TOT","AGRWTH","A","1995",3.754941,
"NZL","CPI","TOT","AGRWTH","A","1996",2.285714,
"NZL","CPI","TOT","AGRWTH","A","1997",1.187151,
"NZL","CPI","TOT","AGRWTH","A","1998",1.26524,
"NZL","CPI","TOT","AGRWTH","A","1999",-0.1142663,
"NZL","CPI","TOT","AGRWTH","A","2000",2.615233,
"NZL","CPI","TOT","AGRWTH","A","2001",2.625821,
"NZL","CPI","TOT","AGRWTH","A","2002",2.677091,
"NZL","CPI","TOT","AGRWTH","A","2003",1.753576,
"NZL","CPI","TOT","AGRWTH","A","2004",2.290249,
"NZL","CPI","TOT","AGRWTH","A","2005",3.037021,
"NZL","CPI","TOT","AGRWTH","A","2006",3.365404,
"NZL","CPI","TOT","AGRWTH","A","2007",2.376143,
"NZL","CPI","TOT","AGRWTH","A","2008",3.958944,
"NZL","CPI","TOT","AGRWTH","A","2009",2.115656,
"NZL","CPI","TOT","AGRWTH","A","2010",2.302026,
"NZL","CPI","TOT","AGRWTH","A","2011",4.027903,
"NZL","CPI","TOT","AGRWTH","A","2012",1.059918,
"NZL","CPI","TOT","AGRWTH","A","2013",1.134418,
"NZL","CPI","TOT","AGRWTH","A","2014",1.227513,
"NZL","CPI","TOT","AGRWTH","A","2015",0.2927033,
"NZL","CPI","TOT","AGRWTH","A","2016",0.6462373,
"NZL","CPI","TOT","AGRWTH","A","2017",1.850787,
"NZL","CPI","TOT","AGRWTH","A","2018",1.598298,
"NZL","CPI","TOT","AGRWTH","A","2019",1.619632,
"NZL","CPI","TOT","AGRWTH","A","2020",1.714562,
"NZL","CPI","TOT","AGRWTH","A","2021",3.941121,
"NZL","CPI","TOT","AGRWTH","A","2022",7.172225,
"NOR","CPI","TOT","AGRWTH","A","1974",9.411765,
"NOR","CPI","TOT","AGRWTH","A","1975",11.68921,
"NOR","CPI","TOT","AGRWTH","A","1976",9.16149,
"NOR","CPI","TOT","AGRWTH","A","1977",9.103841,
"NOR","CPI","TOT","AGRWTH","A","1978",8.161669,
"NOR","CPI","TOT","AGRWTH","A","1979",4.509721,
"NOR","CPI","TOT","AGRWTH","A","1980",10.87866,
"NOR","CPI","TOT","AGRWTH","A","1981",13.64296,
"NOR","CPI","TOT","AGRWTH","A","1982",11.341,
"NOR","CPI","TOT","AGRWTH","A","1983",8.465244,
"NOR","CPI","TOT","AGRWTH","A","1984",6.218274,
"NOR","CPI","TOT","AGRWTH","A","1985",5.714855,
"NOR","CPI","TOT","AGRWTH","A","1986",7.176493,
"NOR","CPI","TOT","AGRWTH","A","1987",8.717048,
"NOR","CPI","TOT","AGRWTH","A","1988",6.676366,
"NOR","CPI","TOT","AGRWTH","A","1989",4.546144,
"NOR","CPI","TOT","AGRWTH","A","1990",4.131033,
"NOR","CPI","TOT","AGRWTH","A","1991",3.438196,
"NOR","CPI","TOT","AGRWTH","A","1992",2.328085,
"NOR","CPI","TOT","AGRWTH","A","1993",2.288269,
"NOR","CPI","TOT","AGRWTH","A","1994",1.375675,
"NOR","CPI","TOT","AGRWTH","A","1995",2.460368,
"NOR","CPI","TOT","AGRWTH","A","1996",1.262532,
"NOR","CPI","TOT","AGRWTH","A","1997",2.566923,
"NOR","CPI","TOT","AGRWTH","A","1998",2.252413,
"NOR","CPI","TOT","AGRWTH","A","1999",2.365967,
"NOR","CPI","TOT","AGRWTH","A","2000",3.085506,
"NOR","CPI","TOT","AGRWTH","A","2001",3.004197,
"NOR","CPI","TOT","AGRWTH","A","2002",1.286725,
"NOR","CPI","TOT","AGRWTH","A","2003",2.487826,
"NOR","CPI","TOT","AGRWTH","A","2004",0.4544985,
"NOR","CPI","TOT","AGRWTH","A","2005",1.532134,
"NOR","CPI","TOT","AGRWTH","A","2006",2.32935,
"NOR","CPI","TOT","AGRWTH","A","2007",0.7125891,
"NOR","CPI","TOT","AGRWTH","A","2008",3.753931,
"NOR","CPI","TOT","AGRWTH","A","2009",2.197386,
"NOR","CPI","TOT","AGRWTH","A","2010",2.418906,
"NOR","CPI","TOT","AGRWTH","A","2011",1.284952,
"NOR","CPI","TOT","AGRWTH","A","2012",0.6968641,
"NOR","CPI","TOT","AGRWTH","A","2013",2.120486,
"NOR","CPI","TOT","AGRWTH","A","2014",2.041703,
"NOR","CPI","TOT","AGRWTH","A","2015",2.171137,
"NOR","CPI","TOT","AGRWTH","A","2016",3.55,
"NOR","CPI","TOT","AGRWTH","A","2017",1.875101,
"NOR","CPI","TOT","AGRWTH","A","2018",2.764831,
"NOR","CPI","TOT","AGRWTH","A","2019",2.16773,
"NOR","CPI","TOT","AGRWTH","A","2020",1.286585,
"NOR","CPI","TOT","AGRWTH","A","2021",3.483881,
"NOR","CPI","TOT","AGRWTH","A","2022",5.764123,
"POL","CPI","TOT","AGRWTH","A","1990",812.15,
"POL","CPI","TOT","AGRWTH","A","1991",71.56667,
"POL","CPI","TOT","AGRWTH","A","1992",42.85,
"POL","CPI","TOT","AGRWTH","A","1993",35.475,
"POL","CPI","TOT","AGRWTH","A","1994",32.19167,
"POL","CPI","TOT","AGRWTH","A","1995",28.125,
"POL","CPI","TOT","AGRWTH","A","1996",19.90833,
"POL","CPI","TOT","AGRWTH","A","1997",14.95,
"POL","CPI","TOT","AGRWTH","A","1998",11.86667,
"POL","CPI","TOT","AGRWTH","A","1999",7.258333,
"POL","CPI","TOT","AGRWTH","A","2000",10.09167,
"POL","CPI","TOT","AGRWTH","A","2001",5.475,
"POL","CPI","TOT","AGRWTH","A","2002",1.941667,
"POL","CPI","TOT","AGRWTH","A","2003",0.8416666,
"POL","CPI","TOT","AGRWTH","A","2004",3.491667,
"POL","CPI","TOT","AGRWTH","A","2005",2.133333,
"POL","CPI","TOT","AGRWTH","A","2006",1.033333,
"POL","CPI","TOT","AGRWTH","A","2007",2.491667,
"POL","CPI","TOT","AGRWTH","A","2008",4.216667,
"POL","CPI","TOT","AGRWTH","A","2009",3.45,
"POL","CPI","TOT","AGRWTH","A","2010",2.583333,
"POL","CPI","TOT","AGRWTH","A","2011",4.266667,
"POL","CPI","TOT","AGRWTH","A","2012",3.7,
"POL","CPI","TOT","AGRWTH","A","2013",0.9,
"POL","CPI","TOT","AGRWTH","A","2014",-0.025,
"POL","CPI","TOT","AGRWTH","A","2015",-0.9333333,
"POL","CPI","TOT","AGRWTH","A","2016",-0.5833333,
"POL","CPI","TOT","AGRWTH","A","2017",1.975,
"POL","CPI","TOT","AGRWTH","A","2018",1.666667,
"POL","CPI","TOT","AGRWTH","A","2019",2.308333,
"POL","CPI","TOT","AGRWTH","A","2020",3.4,
"POL","CPI","TOT","AGRWTH","A","2021",5.1,
"POL","CPI","TOT","AGRWTH","A","2022",14.3,
"PRT","CPI","TOT","AGRWTH","A","1974",25.08278,
"PRT","CPI","TOT","AGRWTH","A","1975",15.27169,
"PRT","CPI","TOT","AGRWTH","A","1976",21.1419,
"PRT","CPI","TOT","AGRWTH","A","1977",31.01675,
"PRT","CPI","TOT","AGRWTH","A","1978",21.03877,
"PRT","CPI","TOT","AGRWTH","A","1979",21.89923,
"PRT","CPI","TOT","AGRWTH","A","1980",15.86748,
"PRT","CPI","TOT","AGRWTH","A","1981",19.04041,
"PRT","CPI","TOT","AGRWTH","A","1982",21.67928,
"PRT","CPI","TOT","AGRWTH","A","1983",24.00276,
"PRT","CPI","TOT","AGRWTH","A","1984",28.38464,
"PRT","CPI","TOT","AGRWTH","A","1985",19.46141,
"PRT","CPI","TOT","AGRWTH","A","1986",12.33133,
"PRT","CPI","TOT","AGRWTH","A","1987",9.634831,
"PRT","CPI","TOT","AGRWTH","A","1988",10.10163,
"PRT","CPI","TOT","AGRWTH","A","1989",12.6863,
"PRT","CPI","TOT","AGRWTH","A","1990",13.63057,
"PRT","CPI","TOT","AGRWTH","A","1991",11.84948,
"PRT","CPI","TOT","AGRWTH","A","1992",9.55926,
"PRT","CPI","TOT","AGRWTH","A","1993",6.78378,
"PRT","CPI","TOT","AGRWTH","A","1994",5.42044,
"PRT","CPI","TOT","AGRWTH","A","1995",4.222816,
"PRT","CPI","TOT","AGRWTH","A","1996",3.068977,
"PRT","CPI","TOT","AGRWTH","A","1997",2.336863,
"PRT","CPI","TOT","AGRWTH","A","1998",2.572752,
"PRT","CPI","TOT","AGRWTH","A","1999",2.340095,
"PRT","CPI","TOT","AGRWTH","A","2000",2.85303,
"PRT","CPI","TOT","AGRWTH","A","2001",4.369903,
"PRT","CPI","TOT","AGRWTH","A","2002",3.600347,
"PRT","CPI","TOT","AGRWTH","A","2003",3.218991,
"PRT","CPI","TOT","AGRWTH","A","2004",2.365362,
"PRT","CPI","TOT","AGRWTH","A","2005",2.277164,
"PRT","CPI","TOT","AGRWTH","A","2006",3.107666,
"PRT","CPI","TOT","AGRWTH","A","2007",2.453965,
"PRT","CPI","TOT","AGRWTH","A","2008",2.588506,
"PRT","CPI","TOT","AGRWTH","A","2009",-0.83553,
"PRT","CPI","TOT","AGRWTH","A","2010",1.402573,
"PRT","CPI","TOT","AGRWTH","A","2011",3.653011,
"PRT","CPI","TOT","AGRWTH","A","2012",2.773339,
"PRT","CPI","TOT","AGRWTH","A","2013",0.2744167,
"PRT","CPI","TOT","AGRWTH","A","2014",-0.2781534,
"PRT","CPI","TOT","AGRWTH","A","2015",0.4879386,
"PRT","CPI","TOT","AGRWTH","A","2016",0.6073971,
"PRT","CPI","TOT","AGRWTH","A","2017",1.368614,
"PRT","CPI","TOT","AGRWTH","A","2018",0.9937157,
"PRT","CPI","TOT","AGRWTH","A","2019",0.3381784,
"PRT","CPI","TOT","AGRWTH","A","2020",-0.01243833,
"PRT","CPI","TOT","AGRWTH","A","2021",1.265657,
"PRT","CPI","TOT","AGRWTH","A","2022",7.832691,
"SVK","CPI","TOT","AGRWTH","A","1992",9.893497,
"SVK","CPI","TOT","AGRWTH","A","1993",23.28703,
"SVK","CPI","TOT","AGRWTH","A","1994",13.41552,
"SVK","CPI","TOT","AGRWTH","A","1995",9.841098,
"SVK","CPI","TOT","AGRWTH","A","1996",5.775833,
"SVK","CPI","TOT","AGRWTH","A","1997",6.141988,
"SVK","CPI","TOT","AGRWTH","A","1998",6.665648,
"SVK","CPI","TOT","AGRWTH","A","1999",10.57045,
"SVK","CPI","TOT","AGRWTH","A","2000",12.03578,
"SVK","CPI","TOT","AGRWTH","A","2001",7.329631,
"SVK","CPI","TOT","AGRWTH","A","2002",3.127133,
"SVK","CPI","TOT","AGRWTH","A","2003",8.554143,
"SVK","CPI","TOT","AGRWTH","A","2004",7.548501,
"SVK","CPI","TOT","AGRWTH","A","2005",2.709085,
"SVK","CPI","TOT","AGRWTH","A","2006",4.483331,
"SVK","CPI","TOT","AGRWTH","A","2007",2.756724,
"SVK","CPI","TOT","AGRWTH","A","2008",4.59818,
"SVK","CPI","TOT","AGRWTH","A","2009",1.615105,
"SVK","CPI","TOT","AGRWTH","A","2010",0.9570181,
"SVK","CPI","TOT","AGRWTH","A","2011",3.919286,
"SVK","CPI","TOT","AGRWTH","A","2012",3.606103,
"SVK","CPI","TOT","AGRWTH","A","2013",1.400474,
"SVK","CPI","TOT","AGRWTH","A","2014",-0.07616533,
"SVK","CPI","TOT","AGRWTH","A","2015",-0.3252198,
"SVK","CPI","TOT","AGRWTH","A","2016",-0.5200102,
"SVK","CPI","TOT","AGRWTH","A","2017",1.311946,
"SVK","CPI","TOT","AGRWTH","A","2018",2.514037,
"SVK","CPI","TOT","AGRWTH","A","2019",2.664561,
"SVK","CPI","TOT","AGRWTH","A","2020",1.936941,
"SVK","CPI","TOT","AGRWTH","A","2021",3.149606,
"SVK","CPI","TOT","AGRWTH","A","2022",12.77415,
"ESP","CPI","TOT","AGRWTH","A","1974",15.68038,
"ESP","CPI","TOT","AGRWTH","A","1975",16.95329,
"ESP","CPI","TOT","AGRWTH","A","1976",17.62488,
"ESP","CPI","TOT","AGRWTH","A","1977",24.53805,
"ESP","CPI","TOT","AGRWTH","A","1978",19.77369,
"ESP","CPI","TOT","AGRWTH","A","1979",15.66023,
"ESP","CPI","TOT","AGRWTH","A","1980",15.56191,
"ESP","CPI","TOT","AGRWTH","A","1981",14.54935,
"ESP","CPI","TOT","AGRWTH","A","1982",14.41499,
"ESP","CPI","TOT","AGRWTH","A","1983",12.17408,
"ESP","CPI","TOT","AGRWTH","A","1984",11.28027,
"ESP","CPI","TOT","AGRWTH","A","1985",8.814454,
"ESP","CPI","TOT","AGRWTH","A","1986",8.794939,
"ESP","CPI","TOT","AGRWTH","A","1987",5.248024,
"ESP","CPI","TOT","AGRWTH","A","1988",4.837267,
"ESP","CPI","TOT","AGRWTH","A","1989",6.791436,
"ESP","CPI","TOT","AGRWTH","A","1990",6.721821,
"ESP","CPI","TOT","AGRWTH","A","1991",5.934214,
"ESP","CPI","TOT","AGRWTH","A","1992",5.924531,
"ESP","CPI","TOT","AGRWTH","A","1993",4.569072,
"ESP","CPI","TOT","AGRWTH","A","1994",4.718413,
"ESP","CPI","TOT","AGRWTH","A","1995",4.673804,
"ESP","CPI","TOT","AGRWTH","A","1996",3.558843,
"ESP","CPI","TOT","AGRWTH","A","1997",1.971078,
"ESP","CPI","TOT","AGRWTH","A","1998",1.83433,
"ESP","CPI","TOT","AGRWTH","A","1999",2.310345,
"ESP","CPI","TOT","AGRWTH","A","2000",3.433517,
"ESP","CPI","TOT","AGRWTH","A","2001",3.589833,
"ESP","CPI","TOT","AGRWTH","A","2002",3.065657,
"ESP","CPI","TOT","AGRWTH","A","2003",3.038888,
"ESP","CPI","TOT","AGRWTH","A","2004",3.039249,
"ESP","CPI","TOT","AGRWTH","A","2005",3.368814,
"ESP","CPI","TOT","AGRWTH","A","2006",3.515576,
"ESP","CPI","TOT","AGRWTH","A","2007",2.786798,
"ESP","CPI","TOT","AGRWTH","A","2008",4.075343,
"ESP","CPI","TOT","AGRWTH","A","2009",-0.2878131,
"ESP","CPI","TOT","AGRWTH","A","2010",1.799865,
"ESP","CPI","TOT","AGRWTH","A","2011",3.196102,
"ESP","CPI","TOT","AGRWTH","A","2012",2.446128,
"ESP","CPI","TOT","AGRWTH","A","2013",1.408581,
"ESP","CPI","TOT","AGRWTH","A","2014",-0.1511148,
"ESP","CPI","TOT","AGRWTH","A","2015",-0.5003657,
"ESP","CPI","TOT","AGRWTH","A","2016",-0.202598,
"ESP","CPI","TOT","AGRWTH","A","2017",1.956076,
"ESP","CPI","TOT","AGRWTH","A","2018",1.674981,
"ESP","CPI","TOT","AGRWTH","A","2019",0.699519,
"ESP","CPI","TOT","AGRWTH","A","2020",-0.322753,
"ESP","CPI","TOT","AGRWTH","A","2021",3.093135,
"ESP","CPI","TOT","AGRWTH","A","2022",8.390576,
"SWE","CPI","TOT","AGRWTH","A","1974",9.911724,
"SWE","CPI","TOT","AGRWTH","A","1975",9.779878,
"SWE","CPI","TOT","AGRWTH","A","1976",10.24922,
"SWE","CPI","TOT","AGRWTH","A","1977",11.4418,
"SWE","CPI","TOT","AGRWTH","A","1978",9.995264,
"SWE","CPI","TOT","AGRWTH","A","1979",7.209786,
"SWE","CPI","TOT","AGRWTH","A","1980",13.70632,
"SWE","CPI","TOT","AGRWTH","A","1981",12.10394,
"SWE","CPI","TOT","AGRWTH","A","1982",8.589185,
"SWE","CPI","TOT","AGRWTH","A","1983",8.873021,
"SWE","CPI","TOT","AGRWTH","A","1984",8.044243,
"SWE","CPI","TOT","AGRWTH","A","1985",7.372575,
"SWE","CPI","TOT","AGRWTH","A","1986",4.23591,
"SWE","CPI","TOT","AGRWTH","A","1987",4.188571,
"SWE","CPI","TOT","AGRWTH","A","1988",5.824899,
"SWE","CPI","TOT","AGRWTH","A","1989",6.443276,
"SWE","CPI","TOT","AGRWTH","A","1990",10.36655,
"SWE","CPI","TOT","AGRWTH","A","1991",9.444628,
"SWE","CPI","TOT","AGRWTH","A","1992",2.374367,
"SWE","CPI","TOT","AGRWTH","A","1993",4.728173,
"SWE","CPI","TOT","AGRWTH","A","1994",2.158138,
"SWE","CPI","TOT","AGRWTH","A","1995",2.455149,
"SWE","CPI","TOT","AGRWTH","A","1996",0.533132,
"SWE","CPI","TOT","AGRWTH","A","1997",0.6584103,
"SWE","CPI","TOT","AGRWTH","A","1998",-0.2671327,
"SWE","CPI","TOT","AGRWTH","A","1999",0.4621758,
"SWE","CPI","TOT","AGRWTH","A","2000",0.8991438,
"SWE","CPI","TOT","AGRWTH","A","2001",2.405958,
"SWE","CPI","TOT","AGRWTH","A","2002",2.158482,
"SWE","CPI","TOT","AGRWTH","A","2003",1.925655,
"SWE","CPI","TOT","AGRWTH","A","2004",0.3736598,
"SWE","CPI","TOT","AGRWTH","A","2005",0.4531709,
"SWE","CPI","TOT","AGRWTH","A","2006",1.360215,
"SWE","CPI","TOT","AGRWTH","A","2007",2.212169,
"SWE","CPI","TOT","AGRWTH","A","2008",3.437049,
"SWE","CPI","TOT","AGRWTH","A","2009",-0.4944606,
"SWE","CPI","TOT","AGRWTH","A","2010",1.157988,
"SWE","CPI","TOT","AGRWTH","A","2011",2.961151,
"SWE","CPI","TOT","AGRWTH","A","2012",0.8883775,
"SWE","CPI","TOT","AGRWTH","A","2013",-0.04429297,
"SWE","CPI","TOT","AGRWTH","A","2014",-0.1796385,
"SWE","CPI","TOT","AGRWTH","A","2015",-0.04678474,
"SWE","CPI","TOT","AGRWTH","A","2016",0.9842693,
"SWE","CPI","TOT","AGRWTH","A","2017",1.794499,
"SWE","CPI","TOT","AGRWTH","A","2018",1.953535,
"SWE","CPI","TOT","AGRWTH","A","2019",1.784151,
"SWE","CPI","TOT","AGRWTH","A","2020",0.4973673,
"SWE","CPI","TOT","AGRWTH","A","2021",2.163197,
"SWE","CPI","TOT","AGRWTH","A","2022",8.369291,
"CHE","CPI","TOT","AGRWTH","A","1974",9.767415,
"CHE","CPI","TOT","AGRWTH","A","1975",6.696594,
"CHE","CPI","TOT","AGRWTH","A","1976",1.715474,
"CHE","CPI","TOT","AGRWTH","A","1977",1.296002,
"CHE","CPI","TOT","AGRWTH","A","1978",1.028789,
"CHE","CPI","TOT","AGRWTH","A","1979",3.647644,
"CHE","CPI","TOT","AGRWTH","A","1980",4.022499,
"CHE","CPI","TOT","AGRWTH","A","1981",6.49031,
"CHE","CPI","TOT","AGRWTH","A","1982",5.655101,
"CHE","CPI","TOT","AGRWTH","A","1983",2.949795,
"CHE","CPI","TOT","AGRWTH","A","1984",2.931457,
"CHE","CPI","TOT","AGRWTH","A","1985",3.435399,
"CHE","CPI","TOT","AGRWTH","A","1986",0.7503098,
"CHE","CPI","TOT","AGRWTH","A","1987",1.440322,
"CHE","CPI","TOT","AGRWTH","A","1988",1.872469,
"CHE","CPI","TOT","AGRWTH","A","1989",3.15527,
"CHE","CPI","TOT","AGRWTH","A","1990",5.403959,
"CHE","CPI","TOT","AGRWTH","A","1991",5.859597,
"CHE","CPI","TOT","AGRWTH","A","1992",4.03703,
"CHE","CPI","TOT","AGRWTH","A","1993",3.292622,
"CHE","CPI","TOT","AGRWTH","A","1994",0.852117,
"CHE","CPI","TOT","AGRWTH","A","1995",1.799828,
"CHE","CPI","TOT","AGRWTH","A","1996",0.8116341,
"CHE","CPI","TOT","AGRWTH","A","1997",0.5202254,
"CHE","CPI","TOT","AGRWTH","A","1998",0.01793844,
"CHE","CPI","TOT","AGRWTH","A","1999",0.8064444,
"CHE","CPI","TOT","AGRWTH","A","2000",1.558529,
"CHE","CPI","TOT","AGRWTH","A","2001",0.9890203,
"CHE","CPI","TOT","AGRWTH","A","2002",0.6427115,
"CHE","CPI","TOT","AGRWTH","A","2003",0.6382729,
"CHE","CPI","TOT","AGRWTH","A","2004",0.8029087,
"CHE","CPI","TOT","AGRWTH","A","2005",1.171954,
"CHE","CPI","TOT","AGRWTH","A","2006",1.059509,
"CHE","CPI","TOT","AGRWTH","A","2007",0.7323506,
"CHE","CPI","TOT","AGRWTH","A","2008",2.426041,
"CHE","CPI","TOT","AGRWTH","A","2009",-0.4804819,
"CHE","CPI","TOT","AGRWTH","A","2010",0.6882387,
"CHE","CPI","TOT","AGRWTH","A","2011",0.2313492,
"CHE","CPI","TOT","AGRWTH","A","2012",-0.692552,
"CHE","CPI","TOT","AGRWTH","A","2013",-0.2173232,
"CHE","CPI","TOT","AGRWTH","A","2014",-0.01320254,
"CHE","CPI","TOT","AGRWTH","A","2015",-1.143909,
"CHE","CPI","TOT","AGRWTH","A","2016",-0.4346187,
"CHE","CPI","TOT","AGRWTH","A","2017",0.5337878,
"CHE","CPI","TOT","AGRWTH","A","2018",0.9363354,
"CHE","CPI","TOT","AGRWTH","A","2019",0.3628862,
"CHE","CPI","TOT","AGRWTH","A","2020",-0.725875,
"CHE","CPI","TOT","AGRWTH","A","2021",0.5818142,
"CHE","CPI","TOT","AGRWTH","A","2022",2.835028,
"TUR","CPI","TOT","AGRWTH","A","1974",23.89817,
"TUR","CPI","TOT","AGRWTH","A","1975",21.22735,
"TUR","CPI","TOT","AGRWTH","A","1976",17.45569,
"TUR","CPI","TOT","AGRWTH","A","1977",25.98534,
"TUR","CPI","TOT","AGRWTH","A","1978",61.89706,
"TUR","CPI","TOT","AGRWTH","A","1979",63.54308,
"TUR","CPI","TOT","AGRWTH","A","1980",94.26086,
"TUR","CPI","TOT","AGRWTH","A","1981",37.61479,
"TUR","CPI","TOT","AGRWTH","A","1982",29.13751,
"TUR","CPI","TOT","AGRWTH","A","1983",31.39027,
"TUR","CPI","TOT","AGRWTH","A","1984",48.39233,
"TUR","CPI","TOT","AGRWTH","A","1985",44.96172,
"TUR","CPI","TOT","AGRWTH","A","1986",34.61008,
"TUR","CPI","TOT","AGRWTH","A","1987",38.85585,
"TUR","CPI","TOT","AGRWTH","A","1988",68.80964,
"TUR","CPI","TOT","AGRWTH","A","1989",63.27255,
"TUR","CPI","TOT","AGRWTH","A","1990",60.30389,
"TUR","CPI","TOT","AGRWTH","A","1991",65.97855,
"TUR","CPI","TOT","AGRWTH","A","1992",70.0761,
"TUR","CPI","TOT","AGRWTH","A","1993",66.09385,
"TUR","CPI","TOT","AGRWTH","A","1994",105.215,
"TUR","CPI","TOT","AGRWTH","A","1995",89.11331,
"TUR","CPI","TOT","AGRWTH","A","1996",80.41214,
"TUR","CPI","TOT","AGRWTH","A","1997",85.66936,
"TUR","CPI","TOT","AGRWTH","A","1998",84.64133,
"TUR","CPI","TOT","AGRWTH","A","1999",64.86748,
"TUR","CPI","TOT","AGRWTH","A","2000",54.91538,
"TUR","CPI","TOT","AGRWTH","A","2001",54.40018,
"TUR","CPI","TOT","AGRWTH","A","2002",44.96412,
"TUR","CPI","TOT","AGRWTH","A","2003",21.60244,
"TUR","CPI","TOT","AGRWTH","A","2004",8.598262,
"TUR","CPI","TOT","AGRWTH","A","2005",8.17916,
"TUR","CPI","TOT","AGRWTH","A","2006",9.597242,
"TUR","CPI","TOT","AGRWTH","A","2007",8.756181,
"TUR","CPI","TOT","AGRWTH","A","2008",10.44413,
"TUR","CPI","TOT","AGRWTH","A","2009",6.250977,
"TUR","CPI","TOT","AGRWTH","A","2010",8.566444,
"TUR","CPI","TOT","AGRWTH","A","2011",6.471879,
"TUR","CPI","TOT","AGRWTH","A","2012",8.89157,
"TUR","CPI","TOT","AGRWTH","A","2013",7.49309,
"TUR","CPI","TOT","AGRWTH","A","2014",8.854572,
"TUR","CPI","TOT","AGRWTH","A","2015",7.670854,
"TUR","CPI","TOT","AGRWTH","A","2016",7.775134,
"TUR","CPI","TOT","AGRWTH","A","2017",11.14431,
"TUR","CPI","TOT","AGRWTH","A","2018",16.33246,
"TUR","CPI","TOT","AGRWTH","A","2019",15.17682,
"TUR","CPI","TOT","AGRWTH","A","2020",12.27896,
"TUR","CPI","TOT","AGRWTH","A","2021",19.59649,
"TUR","CPI","TOT","AGRWTH","A","2022",72.30884,
"GBR","CPI","TOT","AGRWTH","A","1974",16.04399,
"GBR","CPI","TOT","AGRWTH","A","1975",24.20729,
"GBR","CPI","TOT","AGRWTH","A","1976",16.55952,
"GBR","CPI","TOT","AGRWTH","A","1977",15.84027,
"GBR","CPI","TOT","AGRWTH","A","1978",8.263139,
"GBR","CPI","TOT","AGRWTH","A","1979",13.42129,
"GBR","CPI","TOT","AGRWTH","A","1980",17.96593,
"GBR","CPI","TOT","AGRWTH","A","1981",11.87662,
"GBR","CPI","TOT","AGRWTH","A","1982",8.59887,
"GBR","CPI","TOT","AGRWTH","A","1983",4.609302,
"GBR","CPI","TOT","AGRWTH","A","1984",4.960712,
"GBR","CPI","TOT","AGRWTH","A","1985",6.071394,
"GBR","CPI","TOT","AGRWTH","A","1986",3.427615,
"GBR","CPI","TOT","AGRWTH","A","1987",4.148918,
"GBR","CPI","TOT","AGRWTH","A","1988",4.2094,"B"
"GBR","CPI","TOT","AGRWTH","A","1989",5.7,
"GBR","CPI","TOT","AGRWTH","A","1990",8,
"GBR","CPI","TOT","AGRWTH","A","1991",7.5,
"GBR","CPI","TOT","AGRWTH","A","1992",4.6,
"GBR","CPI","TOT","AGRWTH","A","1993",2.6,
"GBR","CPI","TOT","AGRWTH","A","1994",2.2,
"GBR","CPI","TOT","AGRWTH","A","1995",2.7,
"GBR","CPI","TOT","AGRWTH","A","1996",2.9,
"GBR","CPI","TOT","AGRWTH","A","1997",2.2,
"GBR","CPI","TOT","AGRWTH","A","1998",1.8,
"GBR","CPI","TOT","AGRWTH","A","1999",1.7,
"GBR","CPI","TOT","AGRWTH","A","2000",1.2,
"GBR","CPI","TOT","AGRWTH","A","2001",1.6,
"GBR","CPI","TOT","AGRWTH","A","2002",1.5,
"GBR","CPI","TOT","AGRWTH","A","2003",1.4,
"GBR","CPI","TOT","AGRWTH","A","2004",1.4,
